epoch,train_loss,valid_loss
0,92.77398681640625,71.27523040771484
1,75.71514892578125,60.59280014038086
2,67.4578628540039,52.97254180908203
3,62.59187698364258,49.16798400878906
4,59.56475830078125,46.90188217163086
5,57.42074203491211,44.00664520263672
6,55.55082702636719,43.032527923583984
7,54.12675857543945,42.11745071411133
8,53.05794906616211,41.20096969604492
9,51.97761154174805,40.77195739746094
10,51.05579376220703,38.98046875
11,50.065555572509766,38.39015579223633
12,49.33748245239258,38.557926177978516
13,48.90310287475586,38.19432067871094
14,48.14907455444336,37.47557830810547
15,47.78279495239258,37.11700439453125
16,47.416080474853516,36.77272415161133
17,46.915000915527344,36.52058029174805
18,46.49567413330078,36.57304000854492
19,46.2249870300293,35.57178497314453
